name,address,description,rating,reviews__0__username,reviews__0__review,reviews__0__rating,reviews__|,reviews__|__username,reviews__|__review,reviews__|__rating,,latitude,longitute
Alexis Hotel,"1007 1st Ave, Seattle, WA 98104, Near: Madison","The Alexis Hotel offers a array of boutique pleasures to enjoy, such as a spa and art gallery.",What do you think of this place? Love it or not?,,,,,,,,,,
Thompson Seattle,"110 Stewart Street, Seattle, WA 98101","Lovely modern boutique hotel near Pike Place market, also close to cafes, shops, bars and restaurants. Near the waterfront. Very cool place. The hotel bar, Nest, is a great place to watch the sunset for hotel visitors and Seattle locals alike.",What do you think of this place? Love it or not?,,,,,,,,,,
Soaring Heart Natural Bed Company,"101 Nickerson St, Seattle, WA 98109",Handmade mattress and futons for a cozy night's sleep.,"100% love it,   3 Ratings",uspinmeround,"They don&#039;t look at you funny!\nSoaring Heart is an awesome gay-friendly place that makes natural and organic mattresses and bedding. They have a gorgeous showroom with all kinds of really nice handmade beds to try out, and they clearly love their GLBT clientele. There's a gay flag right by their front door, several of the staff are openly gay, and best of all - they don't look at you funny when you lie down on beds with your same-sex partner! Hooray! Do stop by this store, take a nap, shop for a bed, and get treated with respect and love. Aaaaaaaah.",Loves it,,,,,,,
Pacific Place,"600 Pine St, Seattle, WA 98101, Near: btwn 6th & 7th","The large, and very stylish, downtown shopping complex has nearly all your retail needs under one roof, including J. Crew and the flagship Nordstrom store!","100% love it,   2 Ratings",,,,,,,,,,
Renaissance Seattle Hotel,"515 Madison St, Seattle, WA 98104, Near: at 5th Ave",,"100% love it,   2 Ratings",MisterAlix1,"This is hotel is super gay friendly\nI was there last weekend and they were the host hotel for the Lesbian and Gay Band Association, and the staff said they host a bunch of other GLBT events. The rooms are nice and have great views of the city.",None,,,,,,,
SpringHill Suites by Marriott Downtown Seattle,"1800 Yale Ave, Seattle, WA 98101",,"100% love it,   1 Rating",slimrfun,"Updated Oct 2013\nThese suites are great suites for anybody. We started going here back when a room was under $100. Now they have switched to deeper seasonal pricing. They have valet parking for $22 a day. When checking out, call down to have your car ready.The continental breakfast is well stocked all the way to 1030am on a sunday morning. Internet is free. It is about a 15min walk to seattle's gay district (not a big deal). We continue to stay here cuz of its incredible location and hospitality. 2013 - we have since stayed at other Marriott hotels/suites around the world. This one in seattle is special to us cuz they introduced us to the Marriott standard. A standard that fits us perfectly! PS - we used to do the Helliday Inn.",Loves it,,,,,,,
Seattle-Tacoma International Airport,"17801 International Blvd, Seattle, WA 98158, Near: at S 188th St",Decent food options and shops in this smaller airport.,"100% love it,   1 Rating",Angelslover2003,"Free wifi, coffee bean now opened.",None,,,,,,,
Four Points by Sheraton Downtown Seattle Center,"601 Roy St., Seattle, WA 98109, Near: at 6th Ave N","Convenient underground parking which is $20. Grab a bite at the restaurant, Fireside Café, for a delicious American meal.",What do you think of this place? Love it or not?,,,,,,,,,,
Urbane,"1639 8Th Ave, Seattle, WA 98101, Near: at Olive Way","Urbane is an enduring new restaurant inspired by the feel and flavors of the Pacific Northwest. Chic and contemporary, this hot-spot may call for reservations.","50% love it,   2 Ratings",,,,0,r2ld,"God vibe but not gay..\nPart of the Hyatt hotel in the adjacent building. Hip, trendy crowd, good food but definitely not gay. If you&#039;re looking for &#039;your&#039; people this is not it. The place was packed and we were the only gay couple there.",Hates it,,,
,,,,,,,1,sdk202,"simplistic beauty\nJust when I thought ham and cheese was trite, I ventured upon Urbanes version. High quality ingredients renewed my taste buds for this staple.",Loves it,,,
Seattle Coffee Works Cafe,"107 Pike St, Seattle, WA 98101, Near: btwn 1st & 2nd Ave",,"100% love it,   6 Ratings",,,,0,Sfcharlie,Unique coffee and nice place to sit\nIn the middle of the busy market,Loves it,,,
,,,,,,,1,bzboyandy,"Great spot for coffee and a sandwich\nGreat spot just out of Pike Place Market for a quick bite, or lounging around with a cup of jo. Locally owned and operated.",Loves it,,,
The Edgewater,"2411 Alaskan Way Pier 67, Seattle, WA 98121, Near: Pier 67",,"100% love it,   1 Rating",DLJ,"the best\nI didnt give it 5 stars b/c there was no tub in the room but shower was awesome! Very modern. Free wifi, a balcony with chairs and great view of the harbor with a nice adjacent restaurant",Loves it,,,,,,,
Inn at the Market,"86 Pine St, Seattle, WA 98101",The only hotel located in downtown Seattle's beloved Pike Place Market. Slip into the ivy-covered courtyard of the Inn at the Market and discover a tranquil hideaway from the vibrancy of Pike Place Market.,"100% love it,   1 Rating",neldridge84,Comfort &amp; Location all in one spot!\nInn at the Market is a small boutique hotel at the corner of Pine and 1st ave in downtown Seattle. It sits at the entry of the Pike Place Market and is a wonderful place to stay if you want to explore Seattle by foot. The hotel is suprisingly quiet especially if you reserve a room facing the inner courtyard. The service and the views cannot be beat! The 5th floor deck is the perfect place to sip on a glass of wine and watch the ferries fade off into the distance of Elliott bay. Most gay establishments are in Capitol Hill which is about a $10 cab ride away.,Loves it,,,,,,,
Sonic Boom,"2209 NW Market St, Seattle, WA 98107, Near: btwn 22nd & Ballard Ave.","This famed Seattle record store name is still kicking in this modern age of consumerism, so that's reason enough to stop by this local shop in a city known for its vibrant music scene.","100% love it,   1 Rating",,,,,,,,,,
Seattle Rainbow Contra Dance,"1706 NW Market St, Seattle, WA 98107","Make friends, enjoy the music and get on the dance floor at the Rainbow Contra Dance. Check their website to see who is playing tonight!","100% love it,   2 Ratings",twinkletoes,"Community building event\nThis is where I want to be in Seattle on Saturday nights to build community, build friendships old and new . . . while dancing to live traditional music. And all for 8 bucks!",Loves it,,,,,,,
Bacon Mansion,"959 Broadway E, Seattle, WA 98102","This unique property goes from the home feel with tea, hot chocolate and cider times and heart-healthy breakfasts, not to mention the expected hotel amenities.","100% love it,   2 Ratings",pdxskiguy,"Great location\nI live in Portland but have to work in Seattle several times a month. I tried priceline many times but hated paying for parking downtown, at Bacon its free. This house is amazing, breakfast fresh, coffee great. I love that i can walk to all if the great Capitol Hill boutiques",Loves it,,,,,,,
Oculus Eyecare,"740 Denny Way, Seattle, WA 98109, Near: at Dexter Ave N",Need some new frames? Oculus is the place for that and it's convenient location is great.,"100% love it,   3 Ratings",glassesgrrl,"Best place to find stylish glasses\nModern Optometry office with great selection of cool glasses. Staff is helpful, free parking, all around a fun visit! Highly recommend!!",Loves it,,,,,,,
Three Dollar Cinema,"1122 E. Pike St. #1313, Seattle, WA 98122",,"100% love it,   6 Ratings",,,,,,,,,,
Gay City Health Project,"517 E Pike St, Seattle, WA 98122",,"100% love it,   7 Ratings",,,,0,Seazen,great supportive place\nThis is a really nice clinic. Their website helps walk you through scheduling an appointment for a STD&#039;s and HIV test. The people are really friendly and helpful in answering any questions you may have while there. The actual tests are quick and painless also and you can receive result in two weeks. You can remain completely anonymous if you wish. Also since they are non-profit please consider donating to them!,Loves it,,,
,,,,,,,1,henry8415,I hate seattle\nthere always mean to this old man,Loves it,,,
Changes,"2103 N 45th St, Seattle, WA 98103, Near: at Meridian Ave N.","Neighborhood pub with cocktails, beer, wine, and food served. Occasional game and karaoke nights.","100% love it,   14 Ratings",,,,0,bucklebunnypc,"laid back bar\nneighborhood bar. friendly staff/clients. older crowd early on, younger at night. video DJ tues/sat. super happy hour 4-7 $4.00 well doubles",Loves it,,,
,,,,,,,1,nwriverguide,"Great pub\nThis place is always fun. Its small, but comfortable. The bar staff is soooo sweet! Go on wed, thurs, or sundays for their busy nights",Loves it,,,
,,,,,,,2,quantum_666,"You Wanna Go where they Know Your Name\nThis place is a nice local bar. From the friendly Owner and staff to the great dinner specials. Drinks are good and strong. They have various event nights (Kareoke, Trivia). Friendly regulars, Pool, Darts and video play consoles.",Loves it,,,
,,,,,,,3,mgkbus,"Comfy, neighborhood-type gay bar in Wallingford\nChanges, in Wallingford (in the north part of town; changesinwallingford.com), is the kind of bar one can call their home bar. Staff & patrons treat you like a regular and there is karaoke on Sundays & Wednesdays, a prime rib dinner offered on Fridays, Happy Hours, Darts, Pool and vid games! the Drinks are priced right! The bartenders are cute too!",Loves it,,,
The Guilt Trip,"8440 160th Ave NE, Redmond, WA 98052","Located in Redmond, just west of Seattle, The Guilt Trip will surely leave you feeling guilty for not being able to put the fork down. Make sure you bring a full wallet to this place since it can be a bit expensive.","100% love it,   5 Ratings",,,,0,saniatan,"Delicious food\nTasty meal here. Good good kabob tikka dish, very delicous spiced hot wine and the servers are friendly and welcoming and polite, i like very much!",Loves it,,,
,,,,,,,1,julianhdraxler,"Delicious fusion food\nin redmond? wow, this place has a lot of personality. very pacific northwest feel and a neighborhood. i went in because of the gay flag as well, and the reviews online. their menu is fusion indian, but got great dishes like bacon butter chicken, gnocchi masala, curry lamb sliders.. and yes, the only out and proud place in the east side it seems",Loves it,,,
,,,,,,,2,brandonlee,"Amazing gay friendly restaurant in EAST side!\nThis is a fusion restaurant in Redmond downtown. I walked in seeing the big rainbow flag outside, and the bright colorful patio and upbeat music. Probably the only out and proudly gay business on the eastside. The service is simply wonderful, staff is friendly, and the food is incredible. They stand for LGBT pride and even have changed their bathrooms to unisex!",Loves it,,,
Palace Theater and Art Bar,"5813 Airport Way S, Seattle, Washington 98108","Nightlife space where people can be inspired by theater, music, burlesque, drag shows, stand up, playwrights, and bands.",What do you think of this place? Love it or not?,,,,,,,,,,
Julia's on Broadway,"300 Broadway E, Seattle, WA 98102, Near: Thomas Street",Any restaurant with life-sized Liza on the walls is a restaurant you should be dining at.,"90% love it,   37 Ratings",,,,0,brandonlee,"Drag show much?\nI like the location and the drag! The food not so much, but who comes here for the food anyway?",Loves it,,,
,,,,,,,1,Hochi01,"Average food, good vibe.\nThe food is not to die for and not a culinary destination. The entertainment is good and sometimes great.",Loves it,,,
,,,,,,,2,RichardsLifeCali,"A Long Tradition of Great Breakfast - and a whole lot more\nFor over 25 years they have been famous for breakfast. But the tasty, local ingredients also make their way into the lunch and dinner menus, and popular happy hour. The breakfast Frittata is a good option if you want something slightly different than the usual omelet. Some of the breakfast items are under $10. The corner locale in the center of gay Capital Hill, exposed brick walls, weathered wooden floors and large front windows looking out onto Broadway (weather permitting) give Julia__ a comforting atmosphere. Service was friendly and fast. And check out Seattle__ longest running celebrity impersonation show _ every Friday and Saturday at 10pm. I was here for breakfast, but it looks delightfully raunchy. If I lived in Seattle, you would find me here often.",Loves it,,,
,,,,,,,3,JKatsoulis,"Great Happy Hour\nThe food and drink specials can&#039;t be beat! A large selection of HH food for $4. Also our bartender/ server, Jeff, was extremely pleasant and great to look at!",Loves it,,,
,,,,,,,4,sakpe.imhoff,"ABSOLUTELY FABULOUS!\nAmazing atmosphere, service, food, and AMAZING show!!!",Loves it,,,
,,,,,,,5,djbastien,hot waiters\nTwo boys omg smoking hot,Hates it,,,
,,,,,,,6,jim98122x,"Great for Le Faux, horrible for dining\nThe food and service here is consistently mediocre or bad. Breakfasts in my experience have been downright nasty, and popular opinion of the place amongst everyone I know is remarkably consistent -- it sucks. HOWEVER, Le Faux show is really great. It's not a drag show per se, it's a review that includes drag. Worth going to see the show, but I'd eat somewhere else on Broadway first.",Hates it,,,
,,,,,,,7,goincrazy,"Sean Paul & Le Faux Rock!!!\nLe Faux at Julia's on Broadway prepare to be blown away by Sean Paul and his cast of Fe-Male Celebrity Impersonators! If Your a fan of Madonna, Kylie Minogue, Dolly Parton, Tina Turner, Liza, Reba, Marilyn Monroe and more, I highly reccomend seeing ""Le Faux"" and it's starr Sean Paul! Amazing!!",Loves it,,,
,,,,,,,8,Seamo,"Try someplace else\nQuite possibly the worst service at a restaurant in Seattle (at times they are even hostile). The food is bland for the most part, though it probably would be better if it didn't sit under the heating lamps for 30-40 minutes. The decor is nice. I've been told they have a great drag show on Fridays (additional cover charge applies). I've tried it 6 times since they opened to see if it improved -- all with the same dismal results. Never again. Skip Julia's.",Hates it,,,
,,,,,,,9,Jessetheoldmexican,"Love this place\nGreat restaurant and friendly staff. I go there often and always happy. They have a Saturday night show called LE FAUX this is the BEST show I have ever seen. It is a female impersonator show and they do the best drag ever. Mostly it is impersonating stars like Madonna, Dolly Parton, Cher, Pink, Liza, Kylie and others. This show is a big WOW, you have got to see this show.",Loves it,,,
,,,,,,,10,67jack,Afternoon drinks\nI love this place. A friend and I walked in and sat at the bar. We had a great time and the server was really nice.,Loves it,,,
La Medusa,"4857 Rainier Ave S, Seattle, WA 98118, Near: at S Edmunds St","The menu rotates according to the season, but retains it's Sicilian inspiration, mixing it with local ingredients from the Northwest.","100% love it,   4 Ratings",,,,,,,,,,
Hotel Max,"620 Stewart St, Seattle, WA 98101, Near: at 6th",Funky hotel that showcases both emerging and established artists. The location is very walkable.,"100% love it,   2 Ratings",,,,0,cbs1962,"Great P;ace\nArtwork everywhere with a totally funky vibe - but in a good way. Comfortable, clean, friendly staff and close to Convention Center which is convenient to everywhere. Rooms a bit small (European style) but Seattle is a happening place so you shouldn't spend too much time in your room anyway. I would come back to this place in a heartbeat.",Loves it,,,
,,,,,,,1,mmojunkie81,"kewl with sushi bar\nFirst time visiting Seattle , stayed at the max and it was great. Also quick taxi ride to the hill.",Loves it,,,
Hotel Vintage Park,"1100 Fifth Ave., Seattle, WA 98101, Near: at Spring St.",,What do you think of this place? Love it or not?,,,,,,,,,,
Courtyard Seattle Downtown/Lake Union,"925 Westlake Avenue N, Seattle, WA 98109",This Seattle Courtyard has all the things you need for your stay and there truly is no better location for a lake view.,What do you think of this place? Love it or not?,,,,,,,,,,
Wax On,"521 15th Ave., East, Seattle, WA 98112, Near: at 1st Ave","Whatever pesky hair you want gone, Wax On can do the trick. Known for having a sizeable gay clientele, it__ a trusted name in town for waxings, facials and eyebrow tinting.","100% love it,   1 Rating",,,,,,,,,,
Denali Fitness,"3130 E Madison Suite 104, Seattle, WA 98112","Offering a great variety of amenities and classes, this gym strives to be a participating member of the community.",What do you think of this place? Love it or not?,,,,,,,,,,
The Westin Seattle,"1900 5th Avenue, Seattle, WA 98101, Near: at Stewart St","Guests at this Westin Seattle can have spectacular views in this urban retreat. Located downtown, the hotel is a gateway to all of Seattle's nightlife and dining. Patrons can enjoy fresh cuisine at the hotel's Coldwater Bar and Grill.","100% love it,   4 Ratings",,,,0,bearski7682,"Awesome view\nTook a buddy visiting from the east coast into Seattle and checked into the Westin. Our room had the most impressive view I have ever seen. The room was very comfortable, staff was attentive. Go there for a great experience.",Loves it,,,
,,,,,,,1,YourPalPete,"Attractive Hotel with Great Views\nThe weather was beautiful and sunny when my partner and I stayed here. We had a room with a spectacular view of the Puget Sound. I remember how the sun shimmered across the water just before sunset--a beautiful sight. The room and bathroom were nice, with the usual upscale Westin amenities such as their signature Heavenly Bed and Heavenly Bath.",Loves it,,,
,,,,,,,2,skier74,"Decent hotel if you can get a good rate\nThis hotel usually comes on Priceline at the 4* level. Probably not worth paying full price, but at $80/nt it's a great value. Pretty decent hotel in a good location downtown near the shopping and Pike Place Market, and also convenient to great restaurants in Belltown. Quick cab ride to Capital Hill gay area. No full service restaurant for Bfast/Lunch is a drawback.",Loves it,,,
University Christian Church (Disciples of Christ),"4731 15th Ave NE, Seattle, WA 98105","This Christian Church is a gay parish that welcomes all, but focuses on the spiritual health and wellness of the Seattle gay community.","100% love it,   3 Ratings",,,,,,,,,,
Homewood Suites - Hilton,"1011 Pike St, Seattle, WA 98101, Near: at Boren","All you could need out of a Seattle Hotel awaits at Hilton Homewood Suites, and it's a short walk from Capitol Hill. Easy access to the airport and the gayborhood makes this a great visitors choice.","100% love it,   3 Ratings",ParisStud.,Great Rooms\nExcellent suites rooms -- with all GE kitchen appliances -- every room is a little different. Nice LG plasma flat screen TV's in the living quarters and bedroom. Right next the Z bathhouse (if that's your sort of thing). Took the $2.50 lightrail from the airport and walked here (just 3 short blocks -- uphill). Cab ride to Cap Hill gayhood was only $5 and change. Overall great!,Loves it,,,,,,,
Green Leaf,"418 8th Ave S, Seattle, WA 98104, Near: Between Jackson and Jefferson",This family-owned restaurant is a local favorite for Pho and other traditional Vietnamese dishes.,"100% love it,   2 Ratings",NWcats,"Great Vietnamese\nThis place inspired me to take a trip across the world to Vietnam and still stands out as some of the best Vietnamese anywhere. My partner and I eat here almost weekly and keep coming back because of the friendly service and fresh food. The pho - Vietnamese noodle soup - is top notch, a step above most others. Bun, or rice noodles, are tasty, and the green papaya salad will leave your mouth watering.",Loves it,,,,,,,
Tulio Ristorante,"1100 Fifth Ave., Seattle, WA 98101, Near: at Spring St","Considered on of Seattle's finest dining experiences, Tulio serves up great Italian food with fresh Pacific Northwest ingredients in a fabulous location next to Hotel Vintage Park.","100% love it,   1 Rating",,,,0,WillSwagger,"One of the best bacon, eggs, IMA toast breakfasts I've had. The Chef's omelette with salmon, spinach, and gruyere is awesome too!",None,,,
,,,,,,,1,dystran,"Excellent seafood\nNice place, good seafood and desserts. Olive oil and pepper on the table. Nice wine",Loves it,,,
Gaslight Inn,"1727 15th Ave, Seattle, WA 98122",This elegant Bed and Breakfast features a common living room and a library. A perfect place for a quiet Northwest getaway. Rooms start at $98 per night.,"100% love it,   10 Ratings",,,,0,DougCIGAR,"It's like ""Home Sweet Home"" in your most vivid dreams!\nThis city inn always evokes the warmest spot in my heart, and I wish that I could go and stay there at least once a year and make the rounds of all its fantastic rooms. Staying here heightens the entire Seattle/Puget Sound experience, a backdrop that enhances and embellishes every minute of the day. The staff is always warm, friendly, and most importantly, highly competent. They have tremendous pride in their establishment, and their every action demonstrates that pride. Gosh, I wanna go again ASAP!",Loves it,,,
,,,,,,,1,parisrikk,"What a wonderful place\nThis was my first time staying at the Gaslight Inn and it was a wonderful experience. The location is excellent; everything I wanted is within walking distance. The atmosphere is calm, quiet, and comfortable. Breakfast is delicious and enough to get one started for a day of sightseeing. The room was so very comfortable, quiet and peaceful. The owner and his staff are pleasant, responsive, and a great asset to the Inn. I cannot think of a better place to stay while visiting Seattle.",Loves it,,,
,,,,,,,2,coptchr,Perfect place\nVery comfortable place to be. The owner is very friendly and has all the info on where to go and how to get there. Easy walk to the gayborhood.,Loves it,,,
,,,,,,,3,Gaytravelers,"BEST IN SEATTLE !\nLocated in a residential area, close to bars, restaurants and shopping. City bus comes by all the time to take you downtown. Wonderfully large rooms, owner is extremely friendly and hospitable. Would certainly recommend this to anyone going to Seatle. Also has a swimming pool. Nice and quiet.",Loves it,,,
,,,,,,,4,Robthevoyager,Sweet Place...\nThis is a really sweet place with a great location. The staff are very friendly and this old Victorian is beautifully furnished.,Loves it,,,
Hotel Monaco Seattle,"1101 4th Ave, Seattle, WA 98101, Near: at Spring St",,"100% love it,   3 Ratings",PlexSeattle,"Something Special\nOutstanding decor, very large rooms; luxurious but still comfortable. Excellent room service. I didn't want to leave.",Loves it,,,,,,,
Under U4 Men,"709 Broadway E, Seattle, WA 98102, Near: at E Roy St",It's like La Perla for men! You'll find a huge selection of underwear and a decent smattering of swimsuits.,"100% love it,   15 Ratings",,,,,,,,,,
Crowne Plaza Hotel Seattle,"1113 Sixth Ave., Seattle, WA 98101, Near: at Seneca St",,"100% love it,   4 Ratings",PlexSeattle,"One of my favorites\nLarge, well-furnished rooms. Great views (get an upper floor if you can) Room service prices aren't astronomical, but with so many good restaurants in Seattle, don't eat in your room.",Loves it,,,,,,,
R Place,"619 E Pine St, Seattle, WA 98122, Near: Boylston Ave. (Enter on boylston)","Hot homos, gay best friends, and varied groups of friends get a little hot as this place gets crowded.","94% love it,   178 Ratings",,,,0,wooduk,mr lagos\nWet underwear night? Nobody here is wearing wet underwear or any underwear? But yet it's raining outside so maybe that's what they mean by wet underwear night??!!! Not that I wanna see anyone here in their underwear!!!??,Hates it,,,
,,,,,,,1,Jayjo,I don&rsquo;t understand how it can be 40 degrees outside and 100 inside. Can&rsquo;t they just pump some cold air? Hot guys and good music.,Hates it,,,
,,,,,,,2,Hochi01,"Used to be my must go to club in Seattle 4 years ago, but as of recently I've noticed a change in the Force, something I can't quite name or point my finger at, but the vibe iN R-Place has changed. Last time I was there I even got on a heated argument with a bouncer who bumped into me and refused to excuse himself (but that's not the issue). I do recommend this place to those who are young, like pre-recorded mixes, and teasing straight bartenders serving overpriced drinks. The only reason I still like this place is the drag shows, which Seattle as a whole needs more of.",None,,,
,,,,,,,3,braddallas,Hot dancers! Watch out for the O!,None,,,
,,,,,,,4,richardson.terrence,A place to visit once in a while!\nOdd place. Its the kinda bar you come with friends for sure. The staff need some people training from what i have seen. Not the kinda place i shall visit again anytime soon.,Hates it,,,
,,,,,,,5,Vwboy21,"Oh come on, it's not that bad!\nAfter finally getting past the Seattle freeze I've discovered the boys here just wanna know that you know someone. Not the place I like wandering into alone but once inside there's so many people, hot guys and strong drinks. The bartenders aren't all that outgoing especially downstairs but on the top floor that girl is super nice. A stickler for the rules so look sober when you order because she's pouring strong! :) good for some mild dancing it's too crowded to be wild. Stand and Model. Sure. Swing on the pole on stage? Why not. Sit on those nasty cheap couches on the second floor hoping someone comes and talks to you-- not gonna happen but you can try!",Loves it,,,
,,,,,,,6,ericolav,"Good New Year's club\nI was here for New Year's Eve 2011/12. Won over $20 in the cash balloon drop which was fun, but I don't know if I'd come here on a regular basis - not my type of crowd or music.",Loves it,,,
,,,,,,,7,jernben,Mostly Straight\nNo fun... afraid of Seattle City Codes against gay bars,Hates it,,,
,,,,,,,8,ZarioTravez,rokjoy\nits been to long,Loves it,,,
,,,,,,,9,Joshua.Rumley2011,"Beware the Gay ""Wolf Packs""\nSometimes we treat bars as we would an old comfortable pair of shoes; we slip into them frequently, we know what to expect as we walk around in them and we know how they feel when we start to move our bodies to the music. With that being said the more we frequent these comfortable shoes the quicker we wear the bottom out of the heel to where we no longer want to slip into them. R Place is one such bar that I believe has wore me out. There is a lot of fun to be had at R Place when you first start going to the bar; current top 40 hits are played on the dance floor, strong drinks that would equal two or possibly three at other bars are being thrown at patrons and their are a lot of attractive people to be seen. As time goes on and you frequent the bar more you start to realize that you have the sudden feeling of familiarity with every person you come in contact with. This isnt because you had some wild night with numerous people throughout the bar, which is out of the question as R Place is the perfect bar to experience the legendary Seattle Freeze. This familiarity comes because the same exact people and groups of people are ALWAYS at R Place. These wolf packs of gay men roam through out the bar hungry to make their presence known by always barking the loudest. Each group generally has an alpha wolf which the others of the group follow like hungry pups behind. This alpha is the nucleus of the group; he dictates where the group stands, where the group gets a drink and when the group makes their way to the dance floor. This alpha also usually has a bloated ego and sense of importance which his young pups are drawn to because of the wide spectrum of insecurities that they all possess.",Loves it,,,
,,,,,,,10,mike98312,"Don't bother is right\nThis club used to cater to the twink and mild hip hop/pop crowd with an atmosphere that catetred to the more wealthy business class gay crowd. Now it's turned into jerks r us they are not friendly and nor are they attractive. I went there just last week to find nothing but some stupid wannabe thugs that seemed like they popped out of the movie American Gangster all while playing music that had no beat. The bartenders were the second rudest people I have ever met and they made me a drink with cheap alcohol at the most expensive pice I have ever bought a drink for. Their shows went down the crapper when they brought the california style here as It mostly caters to illlegal immigrants. Stay away from R place it's a scam besides most of the men in there act and look like women literally they really should just redecorate and call it a straight bar but that would be stupid as the gay people would mingle with the straight crowd and cause fights and more controversy to Seattle's already growing problem with street crime. Yes r place is a screwed up place now for the gay community I went there for halloween 2010 people were extremely rude, drinks watered down and expensive, the go go dancers gave me dirty looks and danced in a rude fashion that made me feel uncomfortable and molested thus insenuated that I was a paedofile as they made physical references to how children would look like if they were forced to work as sex workers.",Hates it,,,
,,,,,,,11,stuartminnesota,"Don't go there\nEvery couple of years I visit Seattle, one of my favorite cities and have always stopped in at R-Place. Not again. This place has really changed. Granted I am no young stud (anymore), but I stopped in last night (10/28) to check it out and have a couple of drinks. What a big stuck up crowd. The bartender was a snob. Any idiot would clearly see that I was sitting alone at the bar and you would think the bartender would at least say hi and welcome me. No way. The bar was full of a bunch of guys that sat around posing. Drinks were overpriced and a poor pour. And they dared to charge a cover on a Thursday night. Not again R-Place. I went back to my hotel and watched a movie and enjoyed myself much more. Waste of time to visit.",Hates it,,,
,,,,,,,12,will8907,"Trendy, Hip & Twink Haven\nWith multi stories, regular contests of karaoke and other as well as a hot softball team, R Place is a great gay bar on Capitol Hill. In fact Seattle Out & Proud tends to host their events here. They regularly show popular games here on the big screens and most recently began hosting Glee viewing parties during the current season.",Loves it,,,
,,,,,,,13,Billabong647lwb,"Don't Bother\nOver crowded, rude staff!, expensive cover, and over priced drinks! Save yourself some money and go to neighbours!",Hates it,,,
,,,,,,,14,twowaycool,Used to be great....\n...then it became a seedy Hip-Hop palace for gay little gangsta wanna-be's......,Hates it,,,
Tutta Bella Neapolitan Pizza,"4918 Rainier Ave S, Seattle, WA 98118, Near: at Hudson St.","...and soul of the Rainier Valley, this pizzeria embraces. Serving authentic Neapolitan espresso in the morning and wine in the evening to accompany the meal.","89% love it,   9 Ratings",,,,0,GeeMann,Great Pizza joint\nGood food Great service.,Loves it,,,
,,,,,,,1,sakpe.imhoff,"WONDERFUL!\nI loved it!.....Dinner in the evening was when I experienced it.......Wonderful service, food, music, and atmosphere!",Loves it,,,
,,,,,,,2,djbastien,:)\nGood pizza,None,,,
Dahlia Lounge,"2001 4th Ave, Seattle, WA 98121, Near: at Virginia St","This Tom Douglas restaurant serves elegant dishes made of simple, fresh, local ingredients. The decor is modern and intimate and the wine list is superb.","100% love it,   3 Ratings",,,,,,,,,,
Club Z Gay Baths,"1117 Pike St, Seattle, WA 98101, Near: Boren Avenue",,"71% love it,   51 Ratings",,,,0,PatrickFlann69,"Smells like a hobo's beat-up shoe. Lots of lost, tweaker-ish men roaming the halls whenever it is busy. last time I was here the clerk (who I witnesses shooting drugs up another customer in one of the private rooms) conveniently lost my wallet. Will never return.",Hates it,,,
,,,,,,,1,808nudist,"I guess haters got a hate\nI was very hesitant to go in there after reading all these other bad reviews. I saw very little of what they said, place was fairly clean pretty well-maintained the showers sauna and steam room were all clean and working. There were some creepy old men, but there were also some hot young guys too. I would definitely go there again and would have no problem recommending friends to go there.",Loves it,,,
,,,,,,,2,Warp5guy,"worst place ever\nDon&#039;t go here!! This is the worst place I&#039;ve ever been!! It was filthy, extremely hot inside the room, it&#039;s a disaster waiting to happen!! Go elsewhere!!",Hates it,,,
,,,,,,,3,agraue87,hated the places\nOld . Empty and dirty,Hates it,,,
,,,,,,,4,pnppig,"Less corporate\n""Club Z is less buttoned up and corporate than Steamworks. It's where you'll find a wider variety of men into getting a little more nasty and piggy than Steamworks.",Loves it,,,
,,,,,,,5,alex652004,"NEVER\nnever go there. a very sad, old, boring, dirty place. I visited so many bathhouses. this is the worst, EVER!",Hates it,,,
,,,,,,,6,minc425,"This place sucks.\nIf I could give a negative star I would. At first I seemed alright. We went to the lockers and got into a towel, rinsed in the showers and hopped in the steam room and sauna to relax. Only a very few people were okay and had a normal conversation with them. Went upstairs to check things out and everywhere we went everyone would follow us like they were expecting something. One guy seemed like he was nice at first and telling us about people there have respect and so on. Saying that if you don't like that people are trying to join in and you say no then they will respect that, WRONG. That guy was scheming something from the beginning. We couldn't get a room because it was so packed, so we tried doing some stuff in the dark room. We were alone at one point which was nice. One guy was laying on a swing which we didn't mind him, till some people noticed us doing stuff that everyone was trying to join in and that was a total turn off and I had to tell them no and what not. I was getting pissed. I mean watching is okay but trying to get on it is not okay or tricking people so they can have their way fuck that. We are NEVER going to a gay bath house EVER! If you like being ganged on by a lot of unrespected older men than be my guest. There are only like a select few that have respect. By the way if you look young and are asian, watch your back. They will follow everywhere you go like sex predators. Also try to trick you and show respect and in the end try to get you to do things they want and try to join in and have no respect at all. I guess if your horny and just want some random sex or head then this is the place to go.",Hates it,,,
